company,adress,lat,lon
cardtronics,"294-296 Brockley Road,Brockley,UK SE4 2RA",51.4591,-0.0342034
cardtronics,"142-144 King Street,LONDON,UK W6 0QU",51.49277,-0.2327961
cardtronics,"130-138 Garratt Lane,London,UK SW18 4DJ",51.45127,-0.1905041
cardtronics,"145 Tottenham Lane,HORNSEY,UK N8 9BT",51.582,-0.119551
cardtronics,"Queen Elizabeth Olympic Park,LONDON,UK E20 3ZH",51.54762,-0.01911799
cardtronics,"62 - 64 Trinity Road,TOOTING BEC,UK SW17 7HW",51.44218,-0.1667357
cardtronics,"59 Loampit Hill,LONDON,UK SE13 7SZ",51.46698,-0.02247195
cardtronics,"Tottenham Lane,London,UK N8 8SE",51.58236,-0.1197596
cardtronics,"521 Seven Sisters Road,LONDON,UK N15 6EP",51.5787,-0.08207016
cardtronics,"93-113 Park Road,London,UK N8 8JN",51.58222,-0.1280189
cardtronics,"245-247 Greenwich High Road,Greenwich,UK 0SE10",51.47916,-0.0110191
cardtronics,"6 Upper Richmond Road,EAST PUTNEY,UK SW15 2SD",51.45681,-0.2029507
cardtronics,"10 Sidmouth Parade,LONDON,UK NW2 5HG",51.54273,-0.2248998
cardtronics,"771 Harrow Road,LONDON,UK 0NW10",51.5316,-0.2323076
cardtronics,"96 Streatham High Road,LONDON,UK SW16 1BS",51.43506,-0.1285844
cardtronics,"187-189 Uxbridge Road,London,UK W12 9RA",51.50616,-0.2382101
cardtronics,"300 Norwood Road,LONDON,UK SE27 9AF",51.4352,-0.1043654
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"312 The Loft, Montfichet Road,STRATFORD,UK E20 1ET",51.54513,-0.01437792
cardtronics,"230 King Street,LONDON,UK W6 0RA",51.49303,-0.2357415
cardtronics,"383 Brockley Road,London,UK SE4 2PH",51.45449,-0.03711589
cardtronics,"513 ARCHWAY ROAD,CAMDEN,UK N6 4HX",51.58038,-0.1538697
cardtronics,"200-202 St Annes Road,London,UK N15 5RP",51.58034,-0.08222557
cardtronics,"539 Norwood Road,London,UK SE27 9DL",51.43468,-0.1035758
cardtronics,"65 Tottenham Lane,LONDON,UK N8 9BE",51.58395,-0.1160253
cardtronics,"290 Willesden Lane,London,UK NW2 5HS",51.54736,-0.2229976
cardtronics,"73-75 Upper Richmond Road,London,UK SW15 2SR",51.4588,-0.2100026
cardtronics,"73 - 74 Upper Richmond Road,Putney,UK 0SW15",51.45887,-0.2101156
cardtronics,"589-591 Green Lanes,LONDON,UK N8 0RG",51.58397,-0.1003334
cardtronics,"271 BALHAM HIGH ROAD, Tooting,Tooting,UK SW17 7BD",51.43674,-0.1575943
cardtronics,"120 Leigham Court Road,London,UK SW16 2RW",51.43264,-0.1173393
cardtronics,"265-267 High Street,London,UK E15 2",51.53619,-0.0040302
cardtronics,"875 Harrow Road,London,UK NW10 5NG",51.53208,-0.2366085
cardtronics,"Cricklewood Lane,London,UK NW2 1ET",51.55728,-0.2149566
cardtronics,"Great West Road,HAMMERSMITH,UK W6 9TQ",51.49099,-0.239043
cardtronics,"179-181 Merton Road,LONDON,UK SW18 5EF",51.45016,-0.199115
cardtronics,"98 Askew Road,London,UK W12 9BL",51.50283,-0.2433962
cardtronics,"215A CRICKLEWOOD BROADWAY,CRICKLEWOOD,UK NW2 3HS",51.55746,-0.2166097
cardtronics,"2A  Tooting Bec Road,LONDON,UK SW17 8BD",51.43516,-0.1584284
cardtronics,"o/s Russell Cooke Solicitors,PUTNEY,UK SW15 6AB",51.46072,-0.217549
cardtronics,"5 Putney Hill,LONDON,UK SW15 6BA",51.46024,-0.2170013
cardtronics,"58 Knights Hill,LONDON,UK SE27 0JD",51.43124,-0.104487
cardtronics,"5-6 Queens Parade,LONDON,UK N8 0RD",51.58653,-0.1011396
cardtronics,"International Way,LONDON,UK E20 1",51.54552,-0.0075621
cardtronics,"International Way,LONDON,UK E20 1",51.54552,-0.0075621
cardtronics,"Unit A0001,STRATFORD,UK E20 1EH",51.54428,-0.006318932
cardtronics,"Unit A1010,STRATFORD,UK E20 1EH",51.54428,-0.006318932
cardtronics,"Trafalgar Road,LONDON,UK SE10 9TS",51.48408,0.0009922219
cardtronics,"372 Goldhawk Road,London,UK W6 0XF",51.49712,-0.2442908
cardtronics,"209 Lea Bridge Road,LEYTON,UK E10 7PN",51.5675,-0.03325548
cardtronics,"4 Vicarage Parade,LONDON,UK N15 3BL",51.58609,-0.08981852
cardtronics,"372 Goldhawk Road,LONDON,UK W6 0X",51.49596,-0.244574
cardtronics,"393 King Street,LONDON,UK W6 9N",51.49323,-0.2439442
cardtronics,"262 Streatham High Road,STREATHAM,UK SW16 1HS",51.42989,-0.1306402
cardtronics,"280 Wightman Road,LONDON,UK N8 0LT",51.58824,-0.1091955
cardtronics,"472-480 West Green Road,LONDON,UK N15 3DA",51.58749,-0.09854501
cardtronics,"Outside Earlsfield Station,London,UK SW18 4ES",51.44211,-0.1883115
cardtronics,"226 High Street,LONDON,UK NW10 4TD",51.53316,-0.2409233
cardtronics,"134 West Hill,London,UK SW15 2UE",51.45401,-0.2115941
cardtronics,"289 Merton Road,London,UK SW18 5JS",51.44631,-0.1980242
cardtronics,"West Ham Tube Station,LONDON,UK E15 3BN",51.52847,0.005336452
cardtronics,"192-194 West Green Road,LONDON,UK N15 5AG",51.58583,-0.08434799
cardtronics,"95 Star Lane,LONDON,UK E16 4RF",51.52031,0.008064376
cardtronics,"95-99 Barking Road,LONDON,UK E16 4HB",51.51641,0.00916587
cardtronics,"Jcn Upper Rich Road, Carlton Road,London,UK SW15 2DH",51.45737,-0.2173209
cardtronics,"24 Barking Road,London,UK E16 1EQ",51.51626,0.01016782
cardtronics,"1 Waldran Park Road,London,UK SE23 2PW",51.4409,-0.04896673
cardtronics,"Devonshire Road,FOREST HILL,UK SE23 2LD",51.43974,-0.05189859
cardtronics,"Devonshire Road,LONDON,UK SE23 2LD",51.43974,-0.05189859
cardtronics,"92 Old Oak Common Lane,LONDON,UK W3 7DA",51.51458,-0.2487982
cardtronics,"Os 29-31 Turnpike Lane,London,UK N8 0EP",51.58964,-0.1052989
cardtronics,"207 Streatham High Road,LONDON,UK SW16 6EG",51.42823,-0.1307735
cardtronics,"Management Suite 33A,LONDON,UK SE13 7HB",51.46183,-0.01260036
cardtronics,"O/s Postoffice,London,UK NW2 1NY",51.56812,-0.2086215
cardtronics,"163-165 Stanstead Road,LONDON,UK SE23 1HP",51.44234,-0.04344695
cardtronics,"200-206 Trafalgar Road,London,UK SE10 9ER",51.48523,0.006427299
cardtronics,"O/S East Acton Post Office,London,UK W3 7DH",51.51464,-0.2496899
cardtronics,"65-67 Broad Lane,LONDON,UK N15 4",51.58442,-0.0685892
cardtronics,"33 Park Parade,LONDON,UK NW10 4JE",51.53717,-0.2424443
cardtronics,"o/s 211 Philip Lane,London,UK N15 4HL",51.58795,-0.08405274
cardtronics,"O/S STARBUCKS 46 THE BROADWAY,STRATFORD,UK E15 1NG",51.54159,0.001936061
cardtronics,"O/S 192-206 High Road,London,UK NW10 2PB",51.5476,-0.2352025
cardtronics,"Outside Shiv Darshan 169,TOOTING,UK SW17 7TJ",51.43185,-0.1637698
cardtronics,"3-4 The Pavement,London,UK SE27 0UN",51.42758,-0.1020788
cardtronics,"147-149 Franciscan,TOOTING,UK SW17 8DS",51.43011,-0.1559877
cardtronics,"180-186 UPPER TOOTING Road,LONDON,UK 0SW17",51.43171,-0.1642883
cardtronics,"340 Grange Road,LONDON,UK E13 0HQ",51.52514,0.01082761
cardtronics,"46 West Ham Lane,LONDON,UK E15 4PT",51.53748,0.005628282
cardtronics,"86 Hermit Road,London,UK E16 4",51.52069,0.0124929
cardtronics,"344b Streatham High Road,STREATHAM,UK 0SW16",51.42666,-0.1315117
cardtronics,"9A Westbury Avenue,LONDON,UK N22 6BS",51.59109,-0.1025853
cardtronics,"216-218 HIGH Road,LONDON,UK 0NW10",51.54791,-0.2365654
cardtronics,"67 Dartmouth Road,LONDON,UK SE23 3HT",51.43628,-0.05480522
cardtronics,"172 Church Road,LONDON,UK E10 7BH",51.565,-0.0203805
cardtronics,"os Corte 189 Lewisham High Street,LONDON,UK SE13 6AA",51.4602,-0.01084462
cardtronics,"11 Church Street,LONDON,UK E15 3HU",51.53618,0.00742258
cardtronics,"7 Church Street,LONDON,UK E15 3HU",51.53618,0.00742258
cardtronics,"312 Lewisham High Street,LONDON,UK SE13 6JZ",51.45722,-0.01398491
cardtronics,"16-18 Church Street,London,UK E15 3HX",51.53582,0.007991152
cardtronics,"198 Philip Lane,London,UK N15 4HH",51.58903,-0.0805093
cardtronics,"78 High Street Harlesden,LONDON,UK 0NW10",51.53571,-0.2464155
cardtronics,"249 Gipsy Road,LONDON,UK SE27 9QY",51.42747,-0.08780389
cardtronics,"178 Philip Lane,LONDON,UK N15 4JW",51.58925,-0.07940892
cardtronics,"134 High Road,LEYTON,UK E15 2BX",51.55449,-0.005096655
cardtronics,"36 Chiswick Lane,LONDON,UK W4 2JQ",51.48979,-0.2513197
cardtronics,"34 Philips Lane,LONDON,UK N15 4JB",51.58868,-0.07236636
cardtronics,"70 Philip Lane,LONDON,UK N15 4JE",51.58891,-0.07333651
cardtronics,"Entrance to Tooting Market,TOOTING,UK SW17 0SN",51.4291,-0.1660617
cardtronics,"97 Plaistow Road,LONDON,UK E15 3ET",51.53358,0.01260035
cardtronics,"222 High Road,LONDON,UK E10 5PS",51.55813,-0.006463432
cardtronics,"331 Stanstead Road,LONDON,UK SE6 4UE",51.44221,-0.0330645
cardtronics,"42-44 Wesbury Avenue,LONDON,UK N22 6RS",51.59357,-0.09763504
cardtronics,"107-109 Moyser Road,STREATHAM,UK SW16 6SJ",51.42538,-0.1487525
cardtronics,"387-389 High Road,LONDON,UK N17 6QN",51.5893,-0.07060377
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"Alexandra Palace Way,LONDON,UK N22 7AY",51.59454,-0.1302372
cardtronics,"73 Westbury Avenue,LONDON,UK N22 6SA",51.59382,-0.0978077
cardtronics,"Stratford Campus,LONDON,UK E15 4HT",51.54012,0.009707217
cardtronics,"344 High Road,London,UK NW10 2EG",51.54887,-0.24133
cardtronics,"260 Knights Hill,NORWOOD,UK SE27 0QP",51.42341,-0.1057183
cardtronics,"76,London,UK W4 1QN",51.49442,-0.2550851
cardtronics,"666 Garrett Lane,Tooting,UK SW17 0NP",51.43318,-0.1846489
cardtronics,"54-56 Campshill Road,London,UK SE13 6QT",51.45518,-0.01084135
cardtronics,"23-25 Leytonstone Road,LONDON,UK E15 1JA",51.54683,0.005811686
cardtronics,"373 UPPER RICHMOND ROAD,PUTNEY,UK SW15 5QJ",51.46436,-0.2376092
cardtronics,"124 Markhouse Road,London,UK E17 8BQ",51.57531,-0.02996689
cardtronics,"73 Dudden Hill Lane,WILLESDEN,UK NW10 1BD",51.55062,-0.2408474
cardtronics,"4 Bank Buildings,STREATHAM,UK SW16 6NG",51.42356,-0.1419856
cardtronics,"371 - 373 Lea Bridge Road,LONDON,UK E10 7EA",51.57157,-0.02212031
cardtronics,"Water Lane,LONDON,UK E15 4LZ",51.54333,0.009847767
cardtronics,"182 Perry Vale,London,UK SE23 2LR",51.43506,-0.04413421
cardtronics,"112-122 Gypsy Hill,London,UK SE19 1PL",51.42444,-0.08338164
cardtronics,"Rushey Green,Catford,UK SE6 4JD",51.44828,-0.01791868
cardtronics,"112 - 122 Gypsy Hill,LONDON,UK 0SE19",51.4244,-0.0834127
cardtronics,"os McDonalds,LONDON,UK SW17 9NA",51.42678,-0.1667681
cardtronics,"148 - 152 Leytonstone Road,London,UK E15 1",51.55003,0.0052229
cardtronics,"78 Craven Park Road,LONDON,UK NW10 4AE",51.53925,-0.2509357
cardtronics,"11 Colney Hatch Lane,London,UK N10 1QB",51.59503,-0.1456976
cardtronics,"Outside Subway, Number 79,TOOTING,UK SW17 9PD",51.42611,-0.165324
cardtronics,"462-464 Leyton High Road,GREATER LONDON,UK E10 6QA",51.56533,-0.01048987
cardtronics,"Plaistow Underground,Plaistow,UK E13 0DY",51.53124,0.01781046
cardtronics,"4 Crystal Palace Parade,London,UK SE19 1UN",51.42507,-0.07566663
cardtronics,"133 Hamilton Road,LONDON,UK NW11 9EG",51.57504,-0.213406
cardtronics,"177-187 Arthur Road,London,UK SW19 8AE",51.43512,-0.1978164
cardtronics,"Newham Way Filling Station,LONDON,UK E16 1QX",51.51696,0.02315208
cardtronics,"Nr Jcn Bickersteth Road, Mitcham Road,London,UK SW17 9NH",51.42455,-0.1641079
cardtronics,"Wood Green,LONDON,UK N22 8HH",51.59789,-0.1102315
cardtronics,"190-192  High Road Leytonstone,LONDON,UK E11 3HU",51.5535,0.005500264
cardtronics,"3 ST MICHAELS TERRACE,LONDON,UK N22 7SJ",51.59841,-0.1192336
cardtronics,"182 Church Road,WILLESDEN,UK NW10 9NP",51.54786,-0.248405
cardtronics,"53 Freemasons Road,LONDON,UK E16 3PJ",51.51141,0.0247355
cardtronics,"2 St James Street,LONDON,UK E17 7PF",51.58094,-0.03339099
cardtronics,"277 Kirkdale,SYDENHAM,UK SE26 4QD",51.42812,-0.05677427
cardtronics,"Outside 126 Opposite Melrose Avenue,Wimbledon,UK SW19 8AA",51.43452,-0.1991654
cardtronics,"203 Church Road,LONDON,UK 0NW10",51.54805,-0.2487809
cardtronics,"173-175 Arthur Road,Wimbledon Park,UK 0SW19",51.43457,-0.1995682
cardtronics,"59 Plough Lane,London,UK SW17 0BW",51.42925,-0.1853816
cardtronics,"262 Lee High Road,LONDON,UK SE13 5PL",51.45839,0.0004854604
cardtronics,"148 Church Road,WILLESDEN,UK NW10 9NH",51.54707,-0.2501448
cardtronics,"53 Stratford Road,PLAISTOW,UK E13 0NF",51.53298,0.02080419
cardtronics,"122 Alexandra Park Road,LONDON,UK N10 2AH",51.59849,-0.1375743
cardtronics,"13a Beaumont Road,LONDON,UK E10 5BJ",51.57095,-0.01331818
cardtronics,"Estreham Road,STREATHAM,UK SW16 5NT",51.41917,-0.1355252
cardtronics,"20 TRANQUIL VALE,BLACKHEATH,UK SE3 0AX",51.4662,0.009057649
cardtronics,"112 Brent Terrace,London,UK NW2 1LT",51.57042,-0.2257128
cardtronics,"6 Mordaunt Road,LONDON,UK NW10 8NU",51.5367,-0.2574654
cardtronics,"Tranquil Vale,LONDON,UK SE3 9LE",51.46563,0.008773941
cardtronics,"7 Greyhound Lane,LONDON,UK SW16 5NP",51.41889,-0.1345048
cardtronics,"504 Lordship Lane,London,UK N22 5DE",51.59824,-0.0930213
cardtronics,"628 Lordship Lane,LONDON,UK N22 5JH",51.59924,-0.1021955
cardtronics,"534 Lordship Lane,LONDON,UK N22 5BY",51.59891,-0.09727963
cardtronics,"348 Lordship Lane,LONDON,UK N17 7QX",51.59794,-0.08813205
cardtronics,"24 High Street,LONDON,UK E17 7LD",51.58187,-0.03124543
cardtronics,"Black Horse Road,London,UK E17 6ND",51.58572,-0.03960735
cardtronics,"247 Mitcham Lane,London,UK SW16 6QB",51.41939,-0.1466743
cardtronics,"200-206 Hither Green Lane,London,UK SE13 6RT",51.45065,-0.006187063
cardtronics,"142-144 East End Road,FINCHLEY,UK N2 0RZ",51.59217,-0.1805355
cardtronics,"91 Neasden Lane,LONDON,UK NW10 2UE",51.55175,-0.2493412
cardtronics,"124-126 High Street,LONDON,UK E13 0AP",51.52913,0.02491525
cardtronics,"3-4 Oxgate Court Parade,LONDON,UK NW2 7ET",51.5667,-0.2337813
cardtronics,"70-72 Pretoria Avenue,London,UK E17 7DL",51.58447,-0.03455002
cardtronics,"98 - 100 Cann Hall Road,London,UK E11 3JF",51.55471,0.009371621
cardtronics,"193-195 Lee High Road,LEWISHAM,UK SE13 5PQ",51.45881,0.00488827
cardtronics,"183-185 Lee High Road,LONDON,UK SE13 5PQ",51.45881,0.00488827
cardtronics,"37A Shooterhill Road,LONDON,UK SE3 7HS",51.47408,0.01805529
cardtronics,"63-65 Westow Hill,LONDON,UK SE19 1TS",51.41984,-0.08034328
cardtronics,"15-17 Central Hill,London,UK SE19 1BG",51.4193,-0.08347864
cardtronics,"187 Lordship Lane,London,UK N17 6XF",51.59802,-0.07868587
cardtronics,"192-210 Horn Lane,London,UK W3 6PL",51.51632,-0.2670744
cardtronics,"218 Horn Lane,Acton,UK W3 6PL",51.51632,-0.2670744
cardtronics,"154 Newport Road,LONDON,UK E10 6PF",51.56602,-0.001283424
cardtronics,"674 High Road,LEYTON,UK E10 6JP",51.5712,-0.008207512
cardtronics,"666 High Road,LEYTON,UK E10 6JP",51.5712,-0.008207512
cardtronics,"666 High Road,LEYTON,UK E10 6JP",51.5712,-0.008207512
cardtronics,"Unit 1 192/210 Horn Lane,Acton,UK W3 6P",51.51595,-0.2678118
cardtronics,"90 Inner Park Road,London,UK SW19 6DA",51.44109,-0.221256
cardtronics,"340-342 Woolwich Road,CHARLTON,UK SE7 7AL",51.48717,0.02673794
cardtronics,"8 Commerce Street,Wood Green,UK N22 8",51.60233,-0.1128279
cardtronics,"33 London Road,LONDON,UK SW17 9JR",51.41927,-0.161609
cardtronics,"Brent Cross Shopping Centre,BRENT CROSS,UK NW4 3FB",51.57637,-0.2237722
cardtronics,"74 - 78 Sydenham Road,Sydenham,UK 0SE26",51.42569,-0.0497862
cardtronics,"Bank Lane, off Priory Lane,LONDON,UK SW15 5JQ",51.46281,-0.2501311
cardtronics,"373 Prince Regent Lane,London,UK E16 3JP",51.51336,0.03204945
cardtronics,"1 Cundy Road,London,UK E16 3DJ",51.511,0.03232536
cardtronics,"320 Grove Green Road,LONDON,UK E11 4EA",51.56508,0.002836704
cardtronics,"18-20 Devonshire Road,London,UK SW19 2EN",51.41964,-0.1670236
cardtronics,"Anchor & Hope Lane,London,UK SE7 7RZ",51.48843,0.02908999
cardtronics,"Prince Regent Lane,LONDON,UK E13 8SG",51.52038,0.03167811
cardtronics,"537 - 539 HIGH ROAD,London,UK E11 4PB",51.56072,0.008061567
cardtronics,"165 Forest Road,LONDON,UK E17 6HE",51.58782,-0.03520003
cardtronics,"308-312 Sangley Road,London,UK SE6 2",51.44226,-0.0114289
cardtronics,"107-109 Streatham Vale,London,UK SW16 5SQ",51.41531,-0.1392854
cardtronics,"308-312 Sangley Road,London,UK SE6 2JT",51.44221,-0.01140215
cardtronics,"191 Upton Lane,LONDON,UK E7 9PJ",51.54172,0.0240607
cardtronics,"Brownhill Road,Catford,UK SE6 1AA",51.44526,-0.006179695
cardtronics,"256 Haydons Road,WIMBLEDON,UK SW19 8TT",51.42402,-0.1883001
cardtronics,"351a High Road,LONDON,UK N22 8JA",51.60442,-0.1120747
cardtronics,"237-239 Roehampton Lane,London,UK SW15 4LB",51.4494,-0.2388749
cardtronics,"258-260 Hither Green Lane,LONDON,UK SE13 6TT",51.44762,-0.0009297958
cardtronics,"74 Plashet Road,LONDON,UK E13 0RQ",51.53721,0.02814277
cardtronics,"90 Trinity Road,LONDON,UK N22 8YB",51.60476,-0.1214379
cardtronics,"66 FIELD ROAD,LONDON,UK E7 9DL",51.55159,0.01952278
cardtronics,"O/S 4 Station Parade,LONDON,UK W4 3HD",51.48152,-0.2677029
cardtronics,"Station Parade,CHISWICK,UK W4 3HD",51.48152,-0.2677029
cardtronics,"165 Shooters Hill Road,London,UK SE3 8UQ",51.47533,0.02683287
cardtronics,"39 Charlton Church Lane,LONDON,UK SE7 7AE",51.48621,0.03219228
cardtronics,"UNIT 2 HERON PLACE,ROYAL DOCKS,UK E16 2FL",51.5021,0.03621363
cardtronics,"272 Neasden Lane,LONDON,UK NW10 0AD",51.56009,-0.2511075
cardtronics,"342 Neasden Lane,LONDON,UK NW10 0AD",51.56009,-0.2511075
cardtronics,"314 High Road,WOOD GREEN,UK N22 8JR",51.60569,-0.1112551
cardtronics,"647- 661 High Road,LONDON,UK E11 4RD",51.56382,0.00958321
cardtronics,"Glen Road,London,UK E13 8SL",51.52296,0.03540664
cardtronics,"538 Leytonstone High Road,LONDON,UK E11 3DH",51.56387,0.0101662
cardtronics,"O/S 36 Great Cambridge Rd,LONDON,UK N17 7BU",51.60449,-0.08601701
cardtronics,"67-73 Woodgrange Road,London,UK E7 0EL",51.54888,0.02445013
cardtronics,"67/73 Woodgrange Road,Forest Gate,UK E7 0E",51.54916,0.0244353
cardtronics,"4 Queens Parade,LONDON,UK N11 2DN",51.60687,-0.1236062
cardtronics,"2 Festoon Way,LONDON,UK E16 1RH",51.5074,0.03843179
cardtronics,"Norbury Avenue,LONDON,UK SW16 3RW",51.41103,-0.1197405
cardtronics,"38-40 Randlesdown Road,London,UK SE6 3BT",51.43269,-0.02010538
cardtronics,"209 - 211 Bromley Road,London,UK SE6 2PG",51.43409,-0.01734453
cardtronics,"223-225 Charlton Road,LONDON,UK SE7 7ED",51.47979,0.03153487
cardtronics,"298 Forest Road,WALTHAMSTOW,UK E17 5JG",51.58941,-0.02818977
cardtronics,"Holybourne Avenue,ROEHAMPTON,UK SW15 4JD",51.44775,-0.2422798
cardtronics,"215 Dames Road,FOREST GATE,UK E7 0EA",51.55714,0.01896545
cardtronics,"2 Drury Way,LONDON,UK NW10 0TH",51.55389,-0.2598132
cardtronics,"Fairview Road,London,UK SW16 5PY",51.41055,-0.1237799
cardtronics,"Essex Road,LEYTON,UK E10 6EQ",51.57601,-0.002867355
cardtronics,"749 High Road Leytonstone,LONDON,UK E11 4QS",51.56641,0.01001595
cardtronics,"369 North Circular Road,Neasden,UK NW10 0SH",51.54688,-0.265427
cardtronics,"79 Kidbrooke Park Road,LONDON,UK SE3 0DZ",51.46796,0.02533298
cardtronics,"333-335 Forest Road,LONDON,UK E17 5JR",51.58984,-0.02749578
cardtronics,"Alexandra Road,Wimbledon,UK SW19 7JY",51.42473,-0.2021894
cardtronics,"High Rd(A406 NORTH CIRCULAR),NORTH FINCHLEY,UK N12 0AP",51.60185,-0.1742432
cardtronics,"232-236 Green Street,LONDON,UK E7 8LE",51.53983,0.03238198
cardtronics,"232-236 Green Street,LONDON,UK E7 8LE",51.53983,0.03238198
cardtronics,"241 Bromley Road,LONDON,UK SE6 2RA",51.43278,-0.01689646
cardtronics,"29 Church Lane,LONDON,UK E11 1HG",51.5682,0.009265825
cardtronics,"O/S Bounds Green,LONDON,UK N11 2EU",51.60836,-0.1264665
cardtronics,"265 Bromley Road,LONDON,UK SE6 2",51.43249,-0.0168209
cardtronics,"jct Park Lane and High Road,LONDON,UK N17 0AL",51.60329,-0.06738339
cardtronics,"43 High Street,LONDON,UK SE20 7HW",51.41706,-0.05673698
cardtronics,"201 Boundary Road,London,UK E13 9QF",51.52516,0.03963109
cardtronics,"124-126 Green Street,LONDON,UK E7 8JQ",51.54289,0.03226782
cardtronics,"124 - 126 GREEN STREET,LONDON,UK E7 8J",51.54339,0.0322782
cardtronics,"380 - 382 Romford Road,NEWHAM,UK E7 8B",51.54671,0.0304654
cardtronics,"BURNT ASH RD,london,UK SE12 8RA",51.45102,0.01266061
cardtronics,"107-111 Anerley Road,LONDON,UK SE20 8AP",51.41359,-0.06869996
cardtronics,"26-28 Green Lane,Thornton Heath,UK CR7 8BB",51.40884,-0.1058911
cardtronics,"40 Green Lane,THORNTON HEATH,UK CR7 8BB",51.40884,-0.1058911
cardtronics,"380 - 382 Romford Road,NEWHAM,UK E7 8BS",51.54667,0.03079862
cardtronics,"330-340 Romford Road,LONDON,UK E7 8BS",51.54667,0.03079862
cardtronics,"24 Watford Way,LONDON,UK NW4 3AD",51.58345,-0.2274204
cardtronics,"19-23 The Village,London,UK SE7 8UG",51.48201,0.03698378
cardtronics,"o/s 781 High Road,London,UK N17 8AH",51.60488,-0.06842475
cardtronics,"769 High Road,LONDON,UK N17 8AH",51.60488,-0.06842475
cardtronics,"2-6 White Hart Terrace,TOTTENHAM,UK N17 8HN",51.60548,-0.07148483
cardtronics,"o/s  2 Station Parade,LONDON,UK W3 0DS",51.51772,-0.2806472
cardtronics,"O/S 59 GREEN LANES, LONDON,London,UK N13 4TD",51.61011,-0.1100905
cardtronics,"16 - 26 Sheen Lane,LONDON,UK SW14 8LW",51.4669,-0.2669617
cardtronics,"196-200 Shooters Hill Road,London,UK SE3 8RP",51.47452,0.03420278
cardtronics,"10 BARKING ROAD,LONDON,UK E6 3BP",51.53044,0.04036006
cardtronics,"o/s 7 The Broadway,EALING,UK W3 8HR",51.5022,-0.2815152
cardtronics,"Western Avenue,LONDON,UK W3 0TE",51.52696,-0.279373
cardtronics,"A40,PARK ROYAL,UK W3 0P",51.5251,-0.2801128
cardtronics,"323 Higham Hill Road,London,UK E17 5RG",51.59637,-0.03530816
cardtronics,"Block H3/H4, Retail Unit 1,Barnet.,UK NW9 7ED",51.57777,-0.2395323
cardtronics,"14 Finchley Lane,HENDON,UK NW4 1DL",51.58931,-0.2197815
cardtronics,"14 Finchley Lane,LONDON,UK NW4 1DL",51.58931,-0.2197815
cardtronics,"172 London Road,MITCHAM,UK CR4 3LD",51.41064,-0.1619718
cardtronics,"115 Anerley Road,London,UK SE20 8AJ",51.41229,-0.06702361
cardtronics,"871 Lea Bridge Road,London,UK E17 9DS",51.58072,-0.002397697
cardtronics,"Henleys of New Southgate,LONDON,UK N11 2UU",51.61041,-0.136996
cardtronics,"6 Empire Parade, Great Cambridge Road,LONDON,UK N18 1AA",51.60904,-0.08601487
cardtronics,"128 MERTON HIGH ST,LONDON,UK 0SW19",51.41604,-0.1873679
cardtronics,"Royale Leisure Park,Park Royal,UK W3 0PA",51.52527,-0.2813089
cardtronics,"67-73 Watford Way,Hendon,UK NW4 3AQ",51.58457,-0.2299142
cardtronics,"JCN Kings Road,LONDON,UK SW19 8PL",51.4204,-0.2012431
cardtronics,"25-31 Burnt Ash Hill,London,UK SE12 9HT",51.44815,0.0135541
cardtronics,"103 Meridian Walk,LONDON,UK N17 8EH",51.60802,-0.07462358
cardtronics,"163 -165 DUKES Road,LONDON,UK W3 0S",51.52408,-0.2823892
cardtronics,"392 Katherine Road,LONDON,UK E7 8NW",51.54174,0.03803457
cardtronics,"56 Thames Road,CHISWICK,UK W4 3RE",51.4864,-0.2804078
cardtronics,"2 Clockhouse Parade,LONDON,UK N13 6BG",51.61196,-0.1091619
cardtronics,"117 - 119 Maple Road,LONDON,UK SE20 8LP",51.41317,-0.05727623
cardtronics,"619 Forest Road,LONDON,UK E17 4NE",51.59002,-0.01594412
cardtronics,"619 Forest Road,LONDON,UK E17 4NE",51.59002,-0.01594412
cardtronics,"Travelodge London City Airport,London,UK E16 2BT",51.50343,0.0469821
cardtronics,"Unit 2-3 Building 1000 Royal Business Park,LONDON,UK E16 2QU",51.50765,0.04732238
cardtronics,"143 Bowes Road,LONDON,UK N13 4SE",51.61255,-0.1210735
