-0.123872,51.48443,"Bancomat - Fire Nightclub 2 (39-44 PARRY STREET,LONDON,UK SW8 1RT)"
-0.123872,51.48443,"FIRE NIGHTCLUB A (39-44 PARRY STREET,LONDON,UK SW8 1RT)"
-0.1099299,51.53323,"Tech Exchange Islington(86-87 Chapel Market,LONDON,UK N1 9EX)"
-0.1434497,51.52866,"JAYSONZ NEWS Camden Town(96 Robert Street,London,UK NW1 3)"
-0.1454397,51.5279,"Londis - Albany Supermarket & Off Licence Albany Street(2 Chester Court,London,UK NW1 4)"
-0.09479824,51.52972,"The Cooperative Food (BF)  Petrol The Angel Shoreditch(257 City Road,London,UK EC1V 1JQ)"
-0.1595844,51.51395,"Cumberland Food & Wine (Cash Score) (11 Great Cumberland Place,MARBLE ARCH,UK W1H 7LU)"
-0.09393298,51.48824,"BT Kiosk East Street (o/s 32  East Street ( william Hill),WALWORTH,UK SE17 2DJ)"
-0.1044926,51.53347,"Angel Food & News (44 Duncan Street,LONDON,UK N1 8BW)"
-0.1362603,51.48519,"Snax 24 - Embankment 871 (130-132 Grosvenor Road,London,UK SW1V 3JY)"
-0.08767541,51.52647,"Smart Dry Cleaners (CZI) (121 City Road,LONDON,UK EC1V 1JB)"
-0.08068562,51.52028,"Societe Generale 12 Primrose Street(Exchange House,CITY OF LONDON,UK EC2A 2BQ)"
-0.1597808,51.50153,"BT Kiosk o/s Harvey Nicholas Seville- LONDON Knightsbridge(o/s Harvey Nicholas Seville,LONDON,UK SW1X 7RJ)"
-0.07852896,51.49959,"The Cooperative Food  Southwark - Tower Bridge Road Southwark(168 Tower Bridge Road,London,UK SE1 3LS)"
-0.1051042,51.53476,"Angel City Mini Market (CZI) (49 Upper Street,LONDON,UK N1 0PN)"
-0.1164561,51.53611,"Cali Food and Wines (186-188 Caledonian Road,ISLINGTON,UK N1 0SQ)"
-0.1173377,51.48178,"Patel Newsagents - Claylands Road (73 Claylands Road,London,UK SW8 1PJ)"
-0.12347,51.5361,"Waitrose Kings Cross Handyside Street (Access)(1 Wharf Road,LONDON,UK N1C 4BZ)"
-0.16008,51.49951,"BT Kiosk O/S 8-9- LONDON SLOANE STREET(O/S 8-9,LONDON,UK SW1X 9NE)"
-0.07934731,51.52085,"Sweet Spot Broadgate(201 Bishopsgate,LONDON,UK EC2M 3AB)"
-0.1572808,51.52237,"BT Kiosk - O/S MADAME TUSSAUDS (ALLSOP PLACE,LONDON,UK NW1 5LQ)"
-0.1169626,51.53634,"The Cooperative Food (BF)  Petrol Caledonian Barnsbury(219-227 Caledonian Road,London,UK N1 0SL)"
-0.08446623,51.52601,"Bancomat - Best Mangal Kebab And Cafe (TOIS) (107-109 Great Eastern Street,LONDON,UK EC2A 3JD)"
-0.0746831,51.51017,"Societe Generale 41 Tower Hill(SG House,LONDON,UK 0EC3N)"
-0.1131055,51.48156,"BT Kiosk adj Oval Station- LONDON Clapham Road / Kennington Park Road(adj Oval Station,LONDON,UK SE11 4PP)"
-0.1131055,51.48156,"Bancomat - Payless Supermarket (334 Kennington Park Road,LONDON,UK SE11 4PP)"
-0.07450019,51.51058,"Oasis Tower Hill(77 Minories,LONDON,UK EC3N 1JL)"
-0.0827176,51.52586,"The Cooperative Food (BF) Great Eastern Street Shoreditch(76 - 78 Great Eastern Street S,London,UK 0EC2A)"
-0.07440785,51.51404,"City Slickers (57-60 Aldgate High Street,LONDON,UK EC3N 1AL)"
-0.08249178,51.5257,"The Cooperative Food (BF)  Great Eastern Street Shoreditch(76-80 Great Eastern Street,London,UK EC2A 3JL)"
-0.1556196,51.52559,"(Seasonal) Regents University (CZI) Regents Park(Inner Circle,LONDON,UK NW1 4NS)"
-0.08348202,51.52671,"Bancomat - Best City Kebab (10 Pitfield Street,LONDON,UK N1 6HA)"
-0.0751362,51.51682,"City Line Phones (35 Wentworth Street,LONDON,UK E1 7T)"
-0.07828284,51.52234,"BT - O/S 228-229 SHOREDITCH HIGH ST (NR GT EASTERN ST O/S 228-229,London,UK E1 6PJ)"
-0.07828284,51.52234,"Bancomat - NV Hairdressers (TOIS) (223 Shoreditch High St,LONDON,UK E1 6PJ)"
-0.07447998,51.50144,"Circle Store Queen Elizabeth Street(Unit 22 -23 The Circle,LONDON,UK SE1 2JE)"
-0.07462855,51.5169,"Gimbiya Textiles (35 Wentworth Street,LONDON,UK E1 7TD)"
-0.0779289,51.49574,"Grange Road Off Licence (Cash Score) (CZI) (170-178 Grange Road,LONDON,UK SE1 3)"
-0.07795507,51.49569,"Grange Road Off Licence (Cash Score) (CZI) (170-176 Grange Road,LONDON,UK SE1 3BN)"
-0.08873012,51.53101,"RS GENERAL STORES (SWAP) (95 Murray Grove,LONDON,UK N1 7QP)"
-0.111724,51.48034,"Lowcost Supermarket (28 Brixton Road,London,UK SW9 6BU)"
-0.1146156,51.48007,"Bancomat - Price Cutters (42 Clapham Road,LONDON,UK SW9 0JQ)"
-0.08012594,51.49271,"News International 1 London Bridge Street(News Building,LONDON,UK SE1 9GF)"
-0.1165437,51.5381,"The Cooperative Food (BF) Petrol Caledonian Barnsbury(219 Caledonian Road,London,UK N1 0S)"
-0.0729854,51.51503,"The Food Giant (129 Whitechapel High Street,LONDON,UK E1 7PT)"
-0.07388573,51.51744,"Anchor Properties (BMSP) (73 Commercial Street,LONDON,UK E1 6BD)"
-0.07388573,51.51744,"Stop N Shop (59 Commercial Street,LONDON,UK E1 6BD)"
-0.1633679,51.51933,"SEYMOUR NEWS (SWAP) (145 Seymour Place,LONDON,UK W1H 4PA)"
-0.08382982,51.52896,"BT Kiosk - opposite no 63 Pitfield Street, (OPP. no 63 Pitfield Street,London,UK N1 6BU)"
-0.1267537,51.47973,"GK Tuition (1 Wilcox Road,WANDSWORTH,UK SW8 2XA)"
-0.1269737,51.47945,"SW8 Glamour Beauty Salon Wandsworth,(38 Wilcox Road,,LONDON,UK SW8 2UX)"
-0.0938821,51.48338,"Bancomat - Costcutter - Camberwell (23 Camberwell Road,SOUTHWARK,UK SE5 0EZ)"
-0.1587992,51.49178,"BT Kiosk adj 31 Kings Road, opp Cadogan gardens- LONDON (adj 31 Kings Road, opp Cadogan gardens,LONDON,UK SW3 4RP)"
-0.1599807,51.5252,"The Cooperative Food Regents Park Park Road Regents Park(18-22 Park Road,London,UK NW1 4SH)"
-0.1593425,51.49211,"John Lewis Peter Jones (Sloane Square,LONDON,UK SW1W 8EL)"
-0.1122034,51.47893,"Launderette (Cash Score) Kennington(52 Brixton Road,LONDON,UK SW9 6BS)"
-0.1659167,51.51748,"Waitrose Edgware Road (168-176 Edgware Road,London,UK W2 2D)"
-0.07115033,51.51569,"Spectrum Interactive (Arqiva) - Whitechapel (89 - 90 Whitechapel High Street,LONDON,UK E1 7RA)"
-0.1232282,51.47861,"South Lambert Food & Wine (SWAP) Stockwell(127 South Lambert Road,LONDON,UK SW8 1XB)"
-0.1232282,51.47861,"MNS Pound Plus (135 South Lambeth Road,LONDON,UK SW8 1XB)"
-0.07620589,51.52407,"Rainbow Sports Bar (Swap) High Street(72 Shoreditch,LONDON,UK E1 6JJ)"
-0.0709566,51.51555,"Costcutter Tower Hamlets(93 Whitechapel High Street,LONDON,UK E1 7R)"
-0.07828324,51.52617,"Bancomat - The Persian (TOIS) (148 Shoreditch High Street,LONDON,UK E1 6JE)"
-0.07891379,51.52738,"Raw Store (ATM 1) (341-347 Old Street,LONDON,UK EC1V 9LL)"
-0.07891379,51.52738,"Raw Store (ATM 2) (341-347 Old Street,LONDON,UK EC1V 9LL)"
-0.1653685,51.49764,"Pizza Pomodoro Limited (CZI) (51 Beauchamp Place,LONDON,UK SW3 1NY)"
-0.07096101,51.51796,"Salad Box (22 BRICK LANE,LONDON,UK E1 6RF)"
-0.07164481,51.51947,"Paradise Slice (108 Brick Lane,LONDON,UK E1 6RL)"
-0.07164481,51.51947,"Bancomat - Brick Lane Mini Market (TOIS) (100 Brick Lane,LONDON,UK E1 6RL)"
-0.1405532,51.48076,"BATTERSEA POWER STATION - ATM02 (188 KIRTLING SREET,LONDON,UK SW8 5BN)"
-0.1405532,51.48076,"BATTERSEA POWER STATION -  ATM01 (188 KIRTLING STREET,LONDON,UK SW8 5BN)"
-0.1405532,51.48076,"Waitrose Battersea Nine Elms Lane(Embassy Gardens,LONDON,UK SW8 5BN)"
